userID	createdAt	collectedAt	numFollowings	numFollowers	numTweets	nameLen	descLen	type
7024522	22/06/2007 16:29	09/02/2010 03:00	1659	738	44	5	48	1
7082702	25/06/2007 23:51	25/04/2010 01:51	20300	20006	1640	12	147	1
7087112	26/06/2007 05:23	08/02/2010 00:59	14368	23308	55415	13	155	1
7103212	27/06/2007 01:31	02/06/2010 06:19	858	811	589	8	54	1
7159492	29/06/2007 15:05	16/02/2010 19:42	1400	1147	3865	6	19	1
7251502	04/07/2007 09:57	27/01/2010 01:36	7207	8420	2672	9	111	1
7283562	06/07/2007 00:37	07/01/2010 04:53	20390	20677	755	13	156	1
7350652	09/07/2007 11:38	12/07/2010 10:32	99778	97754	7574	6	115	1
7361162	09/07/2007 22:06	13/01/2010 02:04	392	102	81	13	85	1
7400262	11/07/2007 07:30	01/01/2010 10:50	3051	3534	818	13	155	1
7540482	17/07/2007 14:54	11/03/2010 14:15	12313	12244	16421	8	16	1
7545332	17/07/2007 19:24	28/05/2010 05:27	3374	3164	2001	8	58	1
7601182	19/07/2007 23:41	17/01/2010 19:53	1053	491	456	7	50	1
7721172	25/07/2007 15:55	16/03/2010 19:04	2245	2246	4121	11	160	1
7831092	30/07/2007 16:52	23/02/2010 18:15	17866	16330	918	8	92	1
7891352	01/08/2007 16:04	23/01/2010 01:11	11325	11076	3299	12	153	1
7891802	01/08/2007 16:24	26/02/2010 22:47	903	908	91	8	135	1
7934702	03/08/2007 10:57	10/06/2010 20:34	876	511	2122	15	156	1
7946942	03/08/2007 22:21	12/03/2010 15:09	1830	1623	1228	5	14	1
7950312	04/08/2007 02:40	23/05/2010 11:46	4447	4048	1177	15	38	1
7957772	04/08/2007 12:20	19/01/2010 02:41	33928	31295	22928	7	47	1
7967132	05/08/2007 01:36	05/01/2010 01:26	1879	1768	1470	10	66	1
7977182	05/08/2007 14:14	13/03/2010 10:40	7704	7027	1790	8	123	1
8014432	07/08/2007 01:16	09/02/2010 01:08	688	551	484	8	43	1
8014472	07/08/2007 01:19	04/03/2010 09:02	1837	1829	625	7	62	1
8066562	08/08/2007 17:59	30/03/2010 15:02	660	7210	2524	11	36	1
8180582	14/08/2007 07:20	22/01/2010 16:13	1944	744	224	10	40	1
8205942	15/08/2007 10:31	09/05/2010 20:49	1065	791	886	15	139	1
8208482	15/08/2007 12:59	11/06/2010 02:45	705	206	121	7	31	1
8245052	17/08/2007 08:54	26/01/2010 19:26	1777	901	1152	15	139	1
8293982	19/08/2007 18:42	02/08/2010 13:25	1444	1092	1806	8	92	1
8377772	23/08/2007 03:17	01/01/2010 16:32	10293	9794	1906	15	98	1
8431212	25/08/2007 16:02	20/02/2010 05:29	2001	889	91	10	58	1
8440552	26/08/2007 07:56	31/12/2009 21:29	5986	7160	376	11	36	1
8571252	31/08/2007 21:17	20/05/2010 03:59	3644	3312	3330	12	115	1
8614702	02/09/2007 19:46	18/01/2010 03:34	1772	819	95	9	61	1
8729092	07/09/2007 12:48	22/01/2010 19:58	3549	3225	1688	10	75	1
8773632	09/09/2007 18:06	24/06/2010 23:32	16613	17094	1427	6	15	1
8833312	12/09/2007 08:52	15/04/2010 01:40	10691	13605	5243	13	145	1
8865022	13/09/2007 18:47	24/01/2010 06:46	1917	1052	1106	14	18	1
8894582	15/09/2007 05:36	06/02/2010 10:04	805	705	752	11	73	1
9028902	22/09/2007 03:37	19/07/2010 02:56	146	64	6	15	20	1
9045162	23/09/2007 00:05	06/01/2010 06:53	6757	6784	4213	7	128	1
9082652	24/09/2007 21:03	25/01/2010 22:37	21041	23332	2602	12	61	1
9126092	27/09/2007 10:05	14/04/2010 05:11	1749	1006	16381	8	156	1
9222382	03/10/2007 04:58	02/06/2010 09:22	1896	1159	99	7	109	1
9237672	03/10/2007 23:58	09/03/2010 00:47	589	422	966	7	29	1
9256422	04/10/2007 21:39	18/04/2010 09:33	20255	19726	4439	11	151	1
9283632	06/10/2007 14:25	09/03/2010 09:20	10270	9517	11857	13	71	1
9285422	06/10/2007 17:12	11/05/2010 12:29	875	740	1382	12	71	1
9337172	09/10/2007 16:38	02/05/2010 03:27	5835	5420	9	6	38	1
9337212	09/10/2007 16:40	18/01/2010 12:51	2547	2694	3	14	14	1
9376622	11/10/2007 07:45	16/02/2010 22:12	9762	8874	5213	7	149	1
9502542	17/10/2007 11:40	04/02/2010 22:56	8189	7444	26752	7	158	1
9520902	18/10/2007 08:20	03/03/2010 14:15	2852	2794	3111	13	27	1
9545532	19/10/2007 11:12	05/01/2010 02:34	3529	3312	7749	11	79	1
9571962	20/10/2007 21:14	06/03/2010 21:19	1999	945	52	9	60	1
9578362	21/10/2007 07:30	04/04/2010 15:20	325	504	270	14	149	1
9596392	22/10/2007 07:08	27/01/2010 07:23	1805	1732	1080	9	48	1
9633112	23/10/2007 14:42	29/01/2010 07:49	1121	561	284	6	64	1
9666402	24/10/2007 16:05	27/05/2010 16:53	897	761	1204	8	15	1
9751642	28/10/2007 06:08	28/01/2010 00:30	11631	11326	2729	6	129	1
9767082	28/10/2007 22:59	03/07/2010 21:31	1963	1941	941	9	34	1
9783422	29/10/2007 15:49	07/02/2010 13:44	854	868	813	11	35	1
9814222	30/10/2007 22:47	31/12/2009 22:23	2414	2887	709	6	78	1
9819072	31/10/2007 04:32	08/01/2010 06:06	22121	24910	1154	6	39	1
9836582	31/10/2007 16:19	04/02/2010 04:22	68782	69108	64812	14	65	1
9922242	03/11/2007 14:13	10/01/2010 12:49	2072	4283	3490	8	83	1
9934462	04/11/2007 02:42	25/07/2010 15:10	1389	2594	5225	7	55	1
10046572	07/11/2007 16:01	05/02/2010 02:44	3800	3604	17084	7	51	1
10105822	09/11/2007 12:27	28/01/2010 15:49	5352	4938	4015	13	108	1
10193122	12/11/2007 14:37	09/03/2010 15:06	13002	12073	3791	9	106	1
10197782	12/11/2007 17:22	08/01/2010 00:33	5644	6444	15559	5	152	1
10278192	15/11/2007 08:32	22/03/2010 23:56	797	387	50	14	0	1
10336042	17/11/2007 11:02	27/04/2010 06:00	22456	20471	22263	11	156	1
10433782	20/11/2007 23:53	12/05/2010 16:13	1326	3185	26308	8	107	1
10492902	23/11/2007 08:00	23/01/2010 00:27	4748	4589	3890	9	147	1
10500072	23/11/2007 13:08	08/03/2010 05:30	12335	11226	9192	12	159	1
10667662	27/11/2007 13:56	12/01/2010 22:50	53675	58173	2311	7	86	1
10697222	28/11/2007 21:56	11/06/2010 05:50	2292	5081	3265	12	157	1
10736862	30/11/2007 06:29	14/06/2010 16:29	7282	6620	1025	10	64	1
10746692	30/11/2007 13:01	02/01/2010 17:36	986	407	49	15	0	1
10778972	01/12/2007 21:50	28/05/2010 02:47	1716	688	7489	8	58	1
10779802	01/12/2007 23:05	04/03/2010 18:33	19802	19928	16219	6	146	1
10793242	02/12/2007 14:47	26/01/2010 19:27	5453	5992	1406	8	24	1
10845372	04/12/2007 12:09	05/03/2010 02:22	3650	3328	4641	8	159	1
10870512	05/12/2007 07:50	31/12/2009 23:31	3426	3116	7	6	117	1
10987282	08/12/2007 23:20	14/04/2010 04:27	12453	11320	19489	5	27	1
11009092	09/12/2007 21:48	03/02/2010 20:44	1926	1414	3100	8	158	1
11015372	10/12/2007 05:12	07/07/2010 20:03	504	222	1592	14	139	1
11041822	11/12/2007 01:32	31/12/2009 23:34	15899	15673	2122	12	62	1
11073902	11/12/2007 21:19	03/04/2010 04:30	5661	8850	3280	8	135	1
11228722	16/12/2007 12:01	02/02/2010 09:28	1894	1302	87	6	0	1
11294262	18/12/2007 08:02	11/03/2010 07:02	3105	2852	190	7	6	1
11305742	18/12/2007 12:59	09/01/2010 09:32	4529	4674	2320	15	59	1
11341332	19/12/2007 10:59	18/01/2010 05:00	20436	20866	603	11	61	1
11403052	21/12/2007 06:58	30/05/2010 15:42	16	7	4	6	0	1
11403462	21/12/2007 07:21	17/02/2010 08:15	12486	12952	823	8	93	1
11410012	21/12/2007 11:21	10/04/2010 00:33	12294	11957	20704	9	134	1
11410412	21/12/2007 11:30	15/03/2010 13:27	1258	1035	201	14	160	1
11422132	21/12/2007 19:48	26/04/2010 21:19	2394	8493	3082	12	16	1
11488822	24/12/2007 16:23	02/08/2010 00:23	167	92	130	9	58	1
11525652	26/12/2007 02:03	21/03/2010 20:40	1985	258	88	8	160	1
11547732	26/12/2007 16:36	08/02/2010 04:14	1765	629	24	13	153	1
11605832	28/12/2007 09:35	21/04/2010 09:37	4020	4373	2415	15	103	1
11637322	29/12/2007 12:33	26/02/2010 19:00	4283	10615	85	12	39	1
11662532	30/12/2007 11:08	23/03/2010 10:31	17778	17682	8583	7	64	1
11721472	01/01/2008 10:58	31/01/2010 05:22	1973	1188	572	15	66	1
11749762	02/01/2008 04:49	28/02/2010 19:58	666	618	1297	12	148	1
11756702	02/01/2008 08:49	02/05/2010 01:36	14099	12844	32	8	71	1
11778632	02/01/2008 18:15	10/02/2010 15:38	2523	2293	19590	13	159	1
11786162	02/01/2008 23:06	04/03/2010 19:11	1614	715	801	7	0	1
11862162	04/01/2008 19:49	21/07/2010 08:32	1328	509	1249	8	32	1
11879272	05/01/2008 10:49	28/01/2010 02:50	34252	39345	2267	9	160	1
11908322	06/01/2008 09:34	19/01/2010 00:52	668	708	1196	7	0	1
11920772	06/01/2008 17:01	25/06/2010 07:17	693	2553	17525	8	126	1
11929882	06/01/2008 23:08	02/05/2010 00:04	195	56	164	7	86	1
11996952	08/01/2008 13:35	23/01/2010 02:19	712	5828	97	11	26	1
12022042	09/01/2008 05:18	15/01/2010 05:28	1700	2011	5040	12	37	1
12031352	09/01/2008 10:05	28/02/2010 19:52	2001	917	260	10	105	1
12037882	09/01/2008 12:32	19/02/2010 01:22	18786	17558	14260	8	147	1
12085042	10/01/2008 14:45	16/06/2010 00:27	19963	19857	779	12	13	1
12198062	13/01/2008 18:39	30/05/2010 21:24	213	108	102	9	107	1
12317562	16/01/2008 07:44	03/01/2010 06:27	240	626	2657	7	59	1
12357122	17/01/2008 07:15	14/01/2010 04:34	4249	4116	2364	8	74	1
12441712	19/01/2008 15:12	29/01/2010 08:39	30922	30271	2174	8	55	1
12447572	19/01/2008 19:59	21/03/2010 20:46	11449	10413	507	8	154	1
12449542	19/01/2008 21:56	17/05/2010 22:52	1774	8155	79	14	53	1
12465192	20/01/2008 12:38	12/02/2010 07:54	597	597	850	9	114	1
12470242	20/01/2008 15:30	18/03/2010 23:50	6228	6229	449	5	56	1
12511062	21/01/2008 15:52	01/02/2010 22:27	1980	1801	812	13	159	1
12516722	21/01/2008 18:58	26/01/2010 09:21	13181	14242	4042	9	157	1
12524522	21/01/2008 23:37	27/01/2010 21:27	14706	17533	2400	7	156	1
12552662	22/01/2008 12:10	05/01/2010 10:57	1859	1507	206	15	58	1
12570402	22/01/2008 17:44	15/07/2010 03:50	38995	38985	30342	8	21	1
12604592	23/01/2008 11:51	16/01/2010 03:39	8954	8820	197	13	131	1
12611082	23/01/2008 14:21	24/04/2010 04:52	10365	9556	1100	11	66	1
12614402	23/01/2008 15:39	08/01/2010 05:25	1095	419	21	14	96	1
12691382	25/01/2008 12:30	21/02/2010 14:09	16463	15311	570	9	95	1
12720232	26/01/2008 09:12	31/03/2010 14:25	33024	31810	6994	9	49	1
12728672	26/01/2008 14:19	16/01/2010 07:59	24066	21988	706	12	102	1
12738932	26/01/2008 21:53	17/04/2010 21:10	6513	6760	5823	11	139	1
12755642	27/01/2008 11:55	16/03/2010 06:14	914	1098	184	13	51	1
12757982	27/01/2008 13:19	31/07/2010 07:01	1102	471	800	15	72	1
12767492	27/01/2008 19:15	15/01/2010 08:00	4072	3827	684	11	136	1
12811112	28/01/2008 20:07	23/02/2010 18:15	1989	501	2704	12	27	1
12822322	29/01/2008 03:53	26/01/2010 02:50	2001	1716	3041	11	51	1
12891732	30/01/2008 17:14	05/06/2010 17:38	1765	1627	324	14	95	1
12930392	31/01/2008 21:38	20/02/2010 16:47	8273	8145	2316	12	110	1
12992802	02/02/2008 16:42	22/07/2010 18:52	19808	18917	490	6	64	1
12993022	02/02/2008 16:48	20/05/2010 21:21	9185	11521	6002	12	159	1
13027572	03/02/2008 18:43	13/01/2010 05:59	13665	14771	3677	11	91	1
13076522	04/02/2008 20:12	03/02/2010 05:45	5839	5316	5129	12	86	1
13117172	05/02/2008 16:28	21/03/2010 13:12	9661	9161	769	15	147	1
13122832	05/02/2008 18:09	26/01/2010 02:48	9703	8901	744	7	56	1
13203082	07/02/2008 07:09	25/02/2010 02:22	9281	8456	8429	7	0	1
13225732	07/02/2008 17:14	17/01/2010 03:53	8941	8972	1296	11	34	1
13247052	08/02/2008 07:36	06/02/2010 15:21	8452	8693	13824	7	158	1
13267042	08/02/2008 16:57	31/01/2010 08:33	4681	4255	96	13	91	1
13372502	11/02/2008 20:00	04/05/2010 01:00	8947	9740	6779	7	156	1
13372592	11/02/2008 20:09	17/04/2010 02:28	2001	1284	91	12	63	1
13421862	13/02/2008 02:30	15/01/2010 05:29	2088	2186	1146	13	53	1
13430962	13/02/2008 08:06	08/01/2010 09:38	4299	3921	1115	7	21	1
13458112	13/02/2008 21:40	17/03/2010 02:41	7841	8724	1072	10	38	1
13492762	14/02/2008 16:36	15/05/2010 01:50	16652	15138	6688	12	136	1
13545202	16/02/2008 00:09	20/07/2010 21:06	1089	1719	6139	7	86	1
13571462	16/02/2008 20:17	19/01/2010 10:32	18740	17651	1462	7	73	1
13593132	17/02/2008 13:02	27/01/2010 02:45	5042	5756	4516	10	58	1
13596992	17/02/2008 15:08	04/01/2010 01:09	518	332	293	12	145	1
13601052	17/02/2008 17:40	28/06/2010 20:02	1197	1067	2808	7	143	1
13639262	18/02/2008 14:06	19/01/2010 22:54	7295	7710	1981	7	57	1
13642652	18/02/2008 15:28	03/01/2010 05:17	5091	13075	578	6	79	1
13688802	19/02/2008 14:35	31/12/2009 03:22	18801	20048	82	12	56	1
13694202	19/02/2008 16:52	09/06/2010 21:09	1212	268	456	9	0	1
13728412	20/02/2008 10:52	05/04/2010 04:44	3846	3716	3557	6	66	1
13788342	21/02/2008 14:48	27/02/2010 05:42	15181	15858	4966	14	102	1
13796572	21/02/2008 18:07	24/05/2010 06:43	16114	68016	875	4	76	1
13808342	22/02/2008 00:28	13/07/2010 00:47	11689	11503	1272	10	47	1
13831152	22/02/2008 12:39	19/04/2010 00:56	2518	3515	765	10	50	1
13852942	22/02/2008 22:46	15/06/2010 22:32	11160	10398	1466	10	80	1
13893342	24/02/2008 00:56	28/01/2010 22:05	10684	10890	3275	8	45	1
13898062	24/02/2008 06:14	21/01/2010 03:59	528	645	6340	6	40	1
14024532	26/02/2008 14:11	20/02/2010 04:59	1420	622	670	14	21	1
14025402	26/02/2008 14:25	01/06/2010 07:25	5018	4665	2304	10	57	1
14057903	28/02/2008 17:18	14/01/2010 20:08	23344	22389	3237	12	157	1
14065888	01/03/2008 12:53	12/05/2010 11:11	5204	4837	8069	13	134	1
14079004	04/03/2008 12:00	11/03/2010 00:31	3040	2933	3274	10	66	1
14087461	06/03/2008 01:33	03/01/2010 23:03	12240	12123	1785	14	119	1
14088485	06/03/2008 07:14	08/01/2010 13:54	21435	19506	13484	13	102	1
14095473	07/03/2008 09:42	30/07/2010 03:49	1922	967	3130	10	85	1
14099861	08/03/2008 05:17	07/05/2010 05:14	209	77	49	11	68	1
14100363	08/03/2008 08:22	06/02/2010 04:29	2781	2540	1386	13	50	1
14106080	09/03/2008 00:00	17/01/2010 09:20	1921	3207	2642	7	160	1
14106277	09/03/2008 01:03	30/01/2010 01:41	511	655	247	10	46	1
14117843	10/03/2008 16:49	10/05/2010 11:21	3093	6335	950	15	159	1
14118173	10/03/2008 17:29	19/01/2010 20:38	7099	7252	290	13	91	1
14118517	10/03/2008 18:17	27/06/2010 07:52	5416	5544	1680	8	140	1
14119816	10/03/2008 21:55	09/03/2010 09:58	48525	48611	27007	12	160	1
14119845	10/03/2008 22:01	22/02/2010 11:38	7578	7052	5788	12	159	1
14121525	11/03/2008 05:07	12/01/2010 02:08	2001	1719	2123	10	67	1
14131099	12/03/2008 04:44	01/02/2010 16:15	2739	2789	6083	11	97	1
14133288	12/03/2008 11:33	07/04/2010 06:58	29005	27303	273	13	65	1
14134831	12/03/2008 15:06	05/01/2010 02:56	774	782	164	10	25	1
14138443	13/03/2008 04:35	11/07/2010 11:41	503	219	100	12	131	1
14138657	13/03/2008 05:51	30/01/2010 23:26	1127	551	212	3	57	1
14146618	14/03/2008 08:31	21/01/2010 14:12	1829	1611	472	6	150	1
14151220	14/03/2008 22:55	27/02/2010 15:40	11894	12474	1892	12	140	1
14155663	15/03/2008 20:47	04/03/2010 04:44	746	5880	1049	13	0	1
14158133	16/03/2008 11:35	10/05/2010 01:49	207	69	222	13	20	1
14167013	17/03/2008 19:39	23/03/2010 17:54	1999	934	1104	7	22	1
14169174	18/03/2008 06:03	12/05/2010 01:43	1156	683	532	8	73	1
14170609	18/03/2008 11:03	27/04/2010 17:47	3589	4161	10902	8	158	1
14177844	19/03/2008 11:38	15/01/2010 09:28	3917	3643	963	4	30	1
14178758	19/03/2008 13:35	19/01/2010 21:23	1998	1660	708	15	36	1
14185487	20/03/2008 12:18	06/07/2010 00:58	425	253	415	11	55	1
14185827	20/03/2008 13:13	31/01/2010 15:20	9048	9039	4	10	159	1
14195582	21/03/2008 23:27	04/04/2010 15:20	1470	931	727	10	49	1
14196378	22/03/2008 04:34	17/02/2010 00:31	1965	862	73	13	0	1
14200437	22/03/2008 22:21	05/01/2010 04:43	41544	40502	4422	13	145	1
14206085	24/03/2008 02:22	04/07/2010 09:04	8680	9660	4405	10	138	1
14212278	24/03/2008 20:28	08/05/2010 09:48	6115	6409	6169	9	135	1
14213042	24/03/2008 22:57	09/01/2010 09:11	7410	6949	880	14	109	1
14213969	25/03/2008 02:56	27/01/2010 20:16	1241	890	43	8	75	1
14216821	25/03/2008 11:43	02/05/2010 10:55	16784	15259	2426	9	159	1
14221134	25/03/2008 19:13	16/01/2010 14:53	163	431	1061	5	0	1
14235401	27/03/2008 09:11	09/03/2010 21:55	18426	20269	13905	12	129	1
14236327	27/03/2008 11:01	30/05/2010 18:44	9143	10177	190	12	156	1
14239363	27/03/2008 17:32	22/02/2010 01:24	1181	940	981	12	139	1
14240899	27/03/2008 21:40	15/06/2010 19:02	525	155	20	11	80	1
14248266	28/03/2008 19:44	12/01/2010 21:02	8071	7425	5272	9	88	1
14249388	28/03/2008 23:56	15/02/2010 14:55	5355	5642	491	9	49	1
14249798	29/03/2008 02:17	24/05/2010 05:35	211	917	854	14	77	1
14251168	29/03/2008 09:22	14/05/2010 06:44	8664	9067	4337	10	117	1
14252975	29/03/2008 14:58	26/01/2010 11:43	15237	14284	3902	13	65	1
14253343	29/03/2008 15:52	28/01/2010 05:55	10324	9858	1465	13	116	1
14255846	29/03/2008 23:15	25/01/2010 13:22	15529	16729	1751	7	68	1
14257808	30/03/2008 07:29	10/07/2010 05:34	3808	3558	2265	10	114	1
14275501	01/04/2008 10:24	14/07/2010 05:28	2125	1982	1830	10	44	1
14278708	01/04/2008 17:42	11/01/2010 03:13	3382	8113	259	11	34	1
14278915	01/04/2008 18:19	15/01/2010 05:07	8729	7941	1225	9	37	1
14286401	02/04/2008 14:02	30/03/2010 15:05	9089	8690	1187	10	118	1
14306558	04/04/2008 16:50	25/02/2010 17:43	657	431	54	11	0	1
14310835	05/04/2008 10:46	10/01/2010 00:33	93	15	9	10	50	1
14313986	05/04/2008 22:22	09/02/2010 22:22	14776	24169	18107	11	158	1
14317166	06/04/2008 14:20	11/01/2010 00:02	1329	846	169	10	113	1
14317480	06/04/2008 15:11	15/02/2010 06:18	12439	12090	8931	5	133	1
14323467	07/04/2008 09:49	17/06/2010 02:45	2298	2361	437	7	142	1
14335577	08/04/2008 15:06	27/04/2010 21:54	3526	3341	1060	7	159	1
14338005	08/04/2008 20:42	12/07/2010 17:26	103	81	345	11	108	1
14339170	09/04/2008 00:02	09/01/2010 05:21	12751	12523	3466	10	155	1
14348419	09/04/2008 23:26	05/01/2010 04:00	8131	14215	734	12	64	1
14351877	10/04/2008 10:06	22/01/2010 07:32	462	258	345	9	57	1
14358053	10/04/2008 22:53	04/02/2010 06:39	3580	3255	700	13	96	1
14364397	11/04/2008 15:37	18/05/2010 11:32	10790	10686	873	10	157	1
14365084	11/04/2008 17:13	08/01/2010 04:02	1994	1363	3128	11	140	1
14365379	11/04/2008 17:56	27/05/2010 06:08	1759	1637	819	12	107	1
14367635	12/04/2008 02:37	17/01/2010 12:14	16288	14965	16228	6	64	1
14368027	12/04/2008 04:54	04/01/2010 01:30	711	287	8	15	0	1
14371266	12/04/2008 17:07	28/02/2010 13:52	1821	1393	380	9	49	1
14372559	12/04/2008 21:58	21/01/2010 21:48	985	1399	114	11	81	1
14373091	12/04/2008 23:56	15/02/2010 23:14	14481	14238	104	8	158	1
14378272	13/04/2008 16:49	19/05/2010 02:22	2267	2264	316	11	48	1
14379113	13/04/2008 18:50	27/06/2010 00:52	1569	1553	933	7	0	1
14387385	14/04/2008 11:46	07/02/2010 07:48	477	122	21	14	0	1
14388366	14/04/2008 13:04	14/05/2010 13:48	2473	2620	1208	8	36	1
14391473	14/04/2008 18:14	13/01/2010 04:55	1446	948	135	5	142	1
14392094	14/04/2008 19:34	04/01/2010 07:26	2701	2688	140	14	81	1
14394428	15/04/2008 03:18	06/02/2010 02:11	9558	8690	824	11	129	1
14401806	15/04/2008 17:14	07/06/2010 13:01	34440	36584	1412	13	84	1
14404371	15/04/2008 23:00	23/01/2010 02:19	827	729	268	7	71	1
14405120	16/04/2008 01:07	15/06/2010 20:36	1402	793	230	8	16	1
14405773	16/04/2008 02:57	15/02/2010 19:43	272	90	35	15	37	1
14417392	17/04/2008 01:18	02/01/2010 14:45	2721	3201	375	8	54	1
14426942	17/04/2008 18:01	19/01/2010 00:51	12095	11088	4377	11	137	1
14429823	17/04/2008 23:43	05/06/2010 19:56	68111	64817	15208	9	88	1
14433036	18/04/2008 08:42	04/02/2010 21:05	2635	2451	260	11	88	1
14435478	18/04/2008 12:28	06/01/2010 20:02	10232	9307	595	12	147	1
14439302	18/04/2008 19:55	28/03/2010 23:30	2001	1744	5731	9	96	1
14444226	19/04/2008 10:54	21/02/2010 23:54	5531	5025	383	10	88	1
14449469	20/04/2008 00:43	24/03/2010 15:03	1253	709	14	10	0	1
14449487	20/04/2008 00:47	17/03/2010 12:53	1203	146	3	14	0	1
14451294	20/04/2008 07:35	24/04/2010 08:10	54579	52016	13644	11	89	1
14451520	20/04/2008 08:15	04/03/2010 04:46	2000	1566	87	9	24	1
